vin_1_10,state,city,county,ev_type,make,model,Sum of model_year
5YJSA1H20E,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL S,2014
5YJSA1S14E,WA,Federal Way,King,Battery Electric Vehicle (BEV),TESLA,MODEL S,2014
5YJSA1S15E,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL S,2014
5YJSA1S28F,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL S,2015
5YJSA1S2XF,WA,Clinton,Island,Battery Electric Vehicle (BEV),TESLA,MODEL S,2015
5YJXCAE21G,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2016
5YJXCAE23J,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2018
5YJXCAE25G,WA,Tumwater,Thurston,Battery Electric Vehicle (BEV),TESLA,MODEL X,2016
5YJXCAE28H,WA,Silverdale,Kitsap,Battery Electric Vehicle (BEV),TESLA,MODEL X,2017
5YJXCAE29G,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2016
5YJXCBE20J,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2018
5YJXCBE20K,WA,Olympia,Thurston,Battery Electric Vehicle (BEV),TESLA,MODEL X,2019
5YJXCBE23J,WA,Renton,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2018
5YJXCBE27L,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2020
5YJXCBE28G,WA,Newcastle,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2016
5YJXCBE28H,WA,Tumwater,Thurston,Battery Electric Vehicle (BEV),TESLA,MODEL X,2017
5YJXCBE28J,WA,Hunts Point,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2018
5YJXCBE29G,WA,Poulsbo,Kitsap,Battery Electric Vehicle (BEV),TESLA,MODEL X,2016
5YJXCBE29J,WA,Renton,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2018
5YJXCBE2XJ,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2018
5YJXCDE21H,WA,Hunts Point,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2017
5YJXCDE21L,WA,Lynnwood,Snohomish,Battery Electric Vehicle (BEV),TESLA,MODEL X,2020
5YJXCDE22H,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2017
5YJYGAEE1M,WA,Redmond,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGAEE6M,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGAEE7M,WA,Sammamish,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGAEE8M,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGDEE0L,WA,Bothell,Snohomish,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2020
5YJYGDEE0M,WA,Vancouver,Clark,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGDEE1L,WA,Bothell,Snohomish,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2020
5YJYGDEE1M,WA,Burien,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGDEE2L,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2020
5YJYGDEE2M,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGDEE3M,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGDEE4M,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGDEE5M,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGDEE6L,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2020
5YJYGDEE6M,WA,Kirkland,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGDEE7L,WA,Lynnwood,Snohomish,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2020
5YJYGDEE7M,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGDEE8L,WA,Sammamish,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2020
5YJYGDEE8M,WA,Bothell,Snohomish,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGDEE9L,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2020
5YJYGDEE9M,WA,Brush Prairie,Clark,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGDEEXL,WA,Brush Prairie,Clark,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2020
5YJYGDEF0L,WA,Redmond,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2020
5YJYGDEF2M,WA,Kirkland,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2021
5YJYGDEF5L,WA,Kirkland,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2020
5YJYGDEFXL,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2020
7FCTGAAA0N,WA,Seattle,King,Battery Electric Vehicle (BEV),RIVIAN,R1T,2022
7FCTGAAA3N,WA,Kent,King,Battery Electric Vehicle (BEV),RIVIAN,R1T,2022
7FCTGAAA4N,WA,Seattle,King,Battery Electric Vehicle (BEV),RIVIAN,R1T,2022
7FCTGAAA7P,WA,Bellevue,King,Battery Electric Vehicle (BEV),RIVIAN,R1T,2023
7FCTGAAA9N,WA,Seattle,King,Battery Electric Vehicle (BEV),RIVIAN,R1T,2022
7FCTGAAL2N,WA,Kenmore,King,Battery Electric Vehicle (BEV),RIVIAN,R1T,2022
7JRH60FWXP,WA,Bainbridge Island,Kitsap,Plug-in Hybrid Electric Vehicle (PHEV),VOLVO,S60,2023
7PDSGABA4P,WA,Issaquah,King,Battery Electric Vehicle (BEV),RIVIAN,R1S,2023
7PDSGABA6P,WA,Kirkland,King,Battery Electric Vehicle (BEV),RIVIAN,R1S,2023
7PDSGABA7P,WA,Seattle,King,Battery Electric Vehicle (BEV),RIVIAN,R1S,2023
7PDSGABA8P,WA,Seattle,King,Battery Electric Vehicle (BEV),RIVIAN,R1S,2023
7PDSGABA9P,WA,Kirkland,King,Battery Electric Vehicle (BEV),RIVIAN,R1S,2023
7PDSGABAXP,WA,Bellevue,King,Battery Electric Vehicle (BEV),RIVIAN,R1S,2023
7PDSGABL0P,WA,Seattle,King,Battery Electric Vehicle (BEV),RIVIAN,R1S,2023
7PDSGABL1N,WA,Bellevue,King,Battery Electric Vehicle (BEV),RIVIAN,R1S,2022
7PDSGABL4N,WA,Kirkland,King,Battery Electric Vehicle (BEV),RIVIAN,R1S,2022
7SAXCAE52P,WA,Kent,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2023
7SAXCAE56P,WA,Redmond,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2023
7SAXCAE58N,WA,Sammamish,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2022
7SAXCBE54P,WA,Kirkland,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2023
7SAXCBE55N,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2022
7SAXCBE58N,WA,Yakima,Yakima,Battery Electric Vehicle (BEV),TESLA,MODEL X,2022
7SAXCBE5XP,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2023
7SAXCBE60N,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2022
7SAXCBE60P,WA,Snohomish,Snohomish,Battery Electric Vehicle (BEV),TESLA,MODEL X,2023
7SAXCBE62P,WA,Marysville,Snohomish,Battery Electric Vehicle (BEV),TESLA,MODEL X,2023
7SAXCBE64P,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2023
7SAXCBE65N,WA,Kent,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2022
7SAXCBE6XN,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2022
7SAXCBE6XP,WA,Vancouver,Clark,Battery Electric Vehicle (BEV),TESLA,MODEL X,2023
7SAXCDE55N,WA,Redmond,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2022
7SAXCDE56P,WA,Redmond,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2023
7SAXCDE59P,WA,Sammamish,King,Battery Electric Vehicle (BEV),TESLA,MODEL X,2023
7SAYGAEE0P,WA,Sammamish,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGAEE1N,WA,Kirkland,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGAEE1P,WA,Kent,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGAEE2N,WA,Olympia,Thurston,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGAEE2P,WA,Redmond,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGAEE3P,WA,Kelso,Cowlitz,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGAEE4N,WA,Olympia,Thurston,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGAEE5P,WA,Sammamish,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGAEE7P,WA,Issaquah,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGAEE8N,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGAEE8P,WA,Bothell,Snohomish,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGAEEXN,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEE0P,WA,Sammamish,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEE1N,WA,Maple Valley,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEE1P,WA,Sammamish,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEE2N,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEE2P,WA,Redmond,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEE3N,WA,Bainbridge Island,Kitsap,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEE3P,WA,Vancouver,Clark,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEE4N,WA,Sammamish,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEE4P,WA,Everett,Snohomish,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEE5N,WA,Sammamish,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEE5P,WA,Sammamish,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEE6N,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEE6P,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEE7N,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEE7P,WA,Bothell,Snohomish,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEE8N,WA,Redmond,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEE8P,WA,Kirkland,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEE9N,WA,Lynnwood,Snohomish,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEE9P,WA,Vancouver,Clark,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEEXN,WA,Federal Way,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEEXP,WA,Poulsbo,Kitsap,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEF0N,WA,Lynnwood,Snohomish,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEF1P,WA,Kent,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEF2N,WA,Renton,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEF3N,WA,Sammamish,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEF3P,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEF4N,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEF5N,WA,Newcastle,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEF5P,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEF7N,WA,Mercer Island,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEF8N,WA,Renton,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2022
7SAYGDEF8P,WA,Bellevue,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEF9P,WA,Colville,Stevens,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
7SAYGDEFXP,WA,Seattle,King,Battery Electric Vehicle (BEV),TESLA,MODEL Y,2023
JA3215H18C,WA,Mukilteo,Snohomish,Battery Electric Vehicle (BEV),MITSUBISHI,I-MIEV,2012
JA4J24A57J,WA,Yelm,Thurston,Plug-in Hybrid Electric Vehicle (PHEV),MITSUBISHI,OUTLANDER,2018
JA4J24A58J,WA,Auburn,King,Plug-in Hybrid Electric Vehicle (PHEV),MITSUBISHI,OUTLANDER,2018
JA4J24A5XL,WA,Bothell,Snohomish,Plug-in Hybrid Electric Vehicle (PHEV),MITSUBISHI,OUTLANDER,2020
JA4J2VA78N,WA,Centralia,Lewis,Plug-in Hybrid Electric Vehicle (PHEV),MITSUBISHI,OUTLANDER,2022
JA4T5UA90P,WA,Bothell,Snohomish,Plug-in Hybrid Electric Vehicle (PHEV),MITSUBISHI,OUTLANDER,2023
JA4T5UA93P,WA,Tukwila,King,Plug-in Hybrid Electric Vehicle (PHEV),MITSUBISHI,OUTLANDER,2023
JA4T5UA96P,WA,Tukwila,King,Plug-in Hybrid Electric Vehicle (PHEV),MITSUBISHI,OUTLANDER,2023
JA4T5VA93P,WA,Des Moines,King,Plug-in Hybrid Electric Vehicle (PHEV),MITSUBISHI,OUTLANDER,2023
JF2GTDNC5K,WA,Seattle,King,Plug-in Hybrid Electric Vehicle (PHEV),SUBARU,CROSSTREK,2019
JHMZC5F32J,WA,Bellevue,King,Plug-in Hybrid Electric Vehicle (PHEV),HONDA,CLARITY,2018
JHMZC5F33K,WA,Washougal,Clark,Plug-in Hybrid Electric Vehicle (PHEV),HONDA,CLARITY,2019
JM3KKEHA3R,WA,Seattle,King,Plug-in Hybrid Electric Vehicle (PHEV),MAZDA,CX-90,2024
JN1AF0BA0P,WA,Yakima,Yakima,Battery Electric Vehicle (BEV),NISSAN,ARIYA,2023
JN1AZ0CP0C,WA,Poulsbo,Kitsap,Battery Electric Vehicle (BEV),NISSAN,LEAF,2012
JN1AZ0CP1C,WA,Nordland,Jefferson,Battery Electric Vehicle (BEV),NISSAN,LEAF,2012
JN1AZ0CP2C,WA,Des Moines,King,Battery Electric Vehicle (BEV),NISSAN,LEAF,2012
JN1AZ0CP3C,WA,Mercer Island,King,Battery Electric Vehicle (BEV),NISSAN,LEAF,2012
JN1AZ0CP4B,WA,Auburn,King,Battery Electric Vehicle (BEV),NISSAN,LEAF,2011
JN1AZ0CP5B,WA,Seattle,King,Battery Electric Vehicle (BEV),NISSAN,LEAF,2011
JN1AZ0CP6B,WA,Everett,Snohomish,Battery Electric Vehicle (BEV),NISSAN,LEAF,2011
JN1AZ0CP7C,WA,Seattle,King,Battery Electric Vehicle (BEV),NISSAN,LEAF,2012
JN1AZ0CP8B,WA,Seattle,King,Battery Electric Vehicle (BEV),NISSAN,LEAF,2011
JN1AZ0CP9C,WA,Cheney,Spokane,Battery Electric Vehicle (BEV),NISSAN,LEAF,2012
JN1AZ0CPXC,WA,Silverdale,Kitsap,Battery Electric Vehicle (BEV),NISSAN,LEAF,2012
JTDKARFP0H,WA,Des Moines,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2017
JTDKARFP1J,WA,Seattle,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2018
JTDKARFP2H,WA,Seattle,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2017
JTDKARFP3H,WA,Vancouver,Clark,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2017
JTDKARFP4H,WA,Auburn,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2017
JTDKARFP5J,WA,Seattle,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2018
JTDKARFP6L,WA,Bellevue,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2020
JTDKARFP8H,WA,Vancouver,Clark,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2017
JTDKARFP8K,WA,Vancouver,Clark,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2019
JTDKARFP9H,WA,Black Diamond,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2017
JTDKARFP9J,WA,Bothell,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2018
JTDKARFP9K,WA,Yelm,Thurston,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2019
JTDKARFPXH,WA,Camano Island,Island,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2017
JTDKARFPXJ,WA,Shoreline,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PRIME,2018
JTDKN3DP1E,WA,Lynnwood,Snohomish,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PLUG-IN,2014
JTDKN3DP9C,WA,Bellevue,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PLUG-IN,2012
JTDKN3DP9E,WA,Maple Valley,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,PRIUS PLUG-IN,2014
JTJAAAAB4P,WA,Bellevue,King,Battery Electric Vehicle (BEV),LEXUS,RZ 450E,2023
JTJAAAAB5P,WA,Renton,King,Battery Electric Vehicle (BEV),LEXUS,RZ 450E,2023
JTJAAAAB8P,WA,Kent,King,Battery Electric Vehicle (BEV),LEXUS,RZ 450E,2023
JTJHKCFZ3R,WA,Ridgefield,Clark,Plug-in Hybrid Electric Vehicle (PHEV),LEXUS,NX,2024
JTMAB3FV0M,WA,Kirkland,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 PRIME,2021
JTMAB3FV3M,WA,Seattle,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 PRIME,2021
JTMAB3FV5M,WA,Enumclaw,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 PRIME,2021
JTMABABA2P,WA,Tukwila,King,Battery Electric Vehicle (BEV),SUBARU,SOLTERRA,2023
JTMABABA7P,WA,Tukwila,King,Battery Electric Vehicle (BEV),SUBARU,SOLTERRA,2023
JTMEB3FV0N,WA,Seattle,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 PRIME,2022
JTMEB3FV4M,WA,Olympia,Thurston,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 PRIME,2021
JTMEB3FV6N,WA,Camas,Clark,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 PRIME,2022
JTMFB3FV0M,WA,Seattle,King,Plug-in Hybrid Electric Vehicle (PHEV),TOYOTA,RAV4 PRIME,2021
KL8CK6S04F,WA,Palouse,Whitman,Battery Electric Vehicle (BEV),CHEVROLET,SPARK,2015
KL8CL6S06E,WA,Bellevue,King,Battery Electric Vehicle (BEV),CHEVROLET,SPARK,2014
KM8JFDA22N,WA,Seattle,King,Plug-in Hybrid Electric Vehicle (PHEV),HYUNDAI,TUCSON,2022
KM8JFDA2XP,WA,La Center,Clark,Plug-in Hybrid Electric Vehicle (PHEV),HYUNDAI,TUCSON,2023
KM8K23AGXP,WA,Tukwila,King,Battery Electric Vehicle (BEV),HYUNDAI,KONA ELECTRIC,2023
KM8K33AG0P,WA,Tukwila,King,Battery Electric Vehicle (BEV),HYUNDAI,KONA ELECTRIC,2023
KM8K33AG1K,WA,Vancouver,Clark,Battery Electric Vehicle (BEV),HYUNDAI,KONA,2019
KM8K33AG1L,WA,Renton,King,Battery Electric Vehicle (BEV),HYUNDAI,KONA,2020
KM8K33AG2N,WA,Seattle,King,Battery Electric Vehicle (BEV),HYUNDAI,KONA ELECTRIC,2022
KM8K33AG5P,WA,Tukwila,King,Battery Electric Vehicle (BEV),HYUNDAI,KONA ELECTRIC,2023
KM8K33AG6P,WA,Tukwila,King,Battery Electric Vehicle (BEV),HYUNDAI,KONA ELECTRIC,2023
KM8K33AG9P,WA,Tukwila,King,Battery Electric Vehicle (BEV),HYUNDAI,KONA ELECTRIC,2023
KM8K33AGXP,WA,Tukwila,King,Battery Electric Vehicle (BEV),HYUNDAI,KONA ELECTRIC,2023
KM8K53AG8L,WA,Brush Prairie,Clark,Battery Electric Vehicle (BEV),HYUNDAI,KONA,2020
KM8KMDAF5P,WA,Seattle,King,Battery Electric Vehicle (BEV),HYUNDAI,IONIQ 5,2023
KM8KMDAF7N,WA,Seattle,King,Battery Electric Vehicle (BEV),HYUNDAI,IONIQ 5,2022
KM8KNDAF1P,WA,Yelm,Thurston,Battery Electric Vehicle (BEV),HYUNDAI,IONIQ 5,2023
KM8KNDAF2P,WA,Kirkland,King,Battery Electric Vehicle (BEV),HYUNDAI,IONIQ 5,2023
KM8KRDAF0P,WA,Kirkland,King,Battery Electric Vehicle (BEV),HYUNDAI,IONIQ 5,2023
KM8KRDAF1P,WA,Olalla,Kitsap,Battery Electric Vehicle (BEV),HYUNDAI,IONIQ 5,2023
KM8KRDAF6P,WA,Bellevue,King,Battery Electric Vehicle (BEV),HYUNDAI,IONIQ 5,2023
KM8KRDAF9P,WA,Vancouver,Clark,Battery Electric Vehicle (BEV),HYUNDAI,IONIQ 5,2023
KM8KRDAFXP,WA,Seatac,King,Battery Electric Vehicle (BEV),HYUNDAI,IONIQ 5,2023
KM8S6DA21N,WA,Arlington,Snohomish,Plug-in Hybrid Electric Vehicle (PHEV),HYUNDAI,SANTA FE,2022
KM8S7DA23P,WA,Lake Forest Park,King,Plug-in Hybrid Electric Vehicle (PHEV),HYUNDAI,SANTA FE,2023
KM8S7DA25P,WA,Ridgefield,Clark,Plug-in Hybrid Electric Vehicle (PHEV),HYUNDAI,SANTA FE,2023
KM8S7DA2XP,WA,Vancouver,Clark,Plug-in Hybrid Electric Vehicle (PHEV),HYUNDAI,SANTA FE,2023
KMHE54L27G,WA,Vancouver,Clark,Plug-in Hybrid Electric Vehicle (PHEV),HYUNDAI,SONATA,2016
KMTGE4S1XP,WA,Tukwila,King,Battery Electric Vehicle (BEV),GENESIS,G80,2023
KMUKEDTB6P,WA,Shoreline,King,Battery Electric Vehicle (BEV),GENESIS,GV60,2023
KNAGV4LD8K,WA,Yakima,Yakima,Plug-in Hybrid Electric Vehicle (PHEV),KIA,OPTIMA,2019
KNDC34LA8P,WA,Monroe,Snohomish,Battery Electric Vehicle (BEV),KIA,EV6,2023
KNDC3DLC7P,WA,Pullman,Whitman,Battery Electric Vehicle (BEV),KIA,EV6,2023
KNDC3DLC8P,WA,Shoreline,King,Battery Electric Vehicle (BEV),KIA,EV6,2023
KNDC3DLCXN,WA,North Bend,King,Battery Electric Vehicle (BEV),KIA,EV6,2022
KNDC4DLC6N,WA,Seattle,King,Battery Electric Vehicle (BEV),KIA,EV6,2022
KNDC4DLC9P,WA,Snohomish,Snohomish,Battery Electric Vehicle (BEV),KIA,EV6,2023
KNDCC3LD5J,WA,Bainbridge Island,Kitsap,Plug-in Hybrid Electric Vehicle (PHEV),KIA,NIRO,2018
KNDCC3LD5M,WA,Seattle,King,Plug-in Hybrid Electric Vehicle (PHEV),KIA,NIRO,2021
KNDCC3LG0L,WA,Seattle,King,Battery Electric Vehicle (BEV),KIA,NIRO,2020
KNDCC3LG8N,WA,Vancouver,Clark,Battery Electric Vehicle (BEV),KIA,NIRO,2022
KNDCD3LD8L,WA,Yakima,Yakima,Plug-in Hybrid Electric Vehicle (PHEV),KIA,NIRO,2020
KNDCD3LDXN,WA,Olympia,Thurston,Plug-in Hybrid Electric Vehicle (PHEV),KIA,NIRO,2022
KNDCE3LG1K,WA,Olympia,Thurston,Battery Electric Vehicle (BEV),KIA,NIRO,2019
KNDCE3LG4N,WA,Maple Valley,King,Battery Electric Vehicle (BEV),KIA,NIRO,2022
KNDCE3LG7K,WA,Black Diamond,King,Battery Electric Vehicle (BEV),KIA,NIRO,2019
KNDCE3LGXN,WA,Maple Valley,King,Battery Electric Vehicle (BEV),KIA,NIRO,2022
KNDCR3L16P,WA,Everett,Snohomish,Battery Electric Vehicle (BEV),KIA,NIRO,2023
KNDCR3LF2P,WA,Seattle,King,Plug-in Hybrid Electric Vehicle (PHEV),KIA,NIRO,2023
KNDCT3L11P,WA,Seattle,King,Battery Electric Vehicle (BEV),KIA,NIRO,2023
KNDCT3L18P,WA,Vancouver,Clark,Battery Electric Vehicle (BEV),KIA,NIRO,2023
KNDJX3AE1G,WA,Poulsbo,Kitsap,Battery Electric Vehicle (BEV),KIA,SOUL,2016
KNDJX3AE2G,WA,Kirkland,King,Battery Electric Vehicle (BEV),KIA,SOUL,2016
KNDJX3AE6G,WA,Kirkland,King,Battery Electric Vehicle (BEV),KIA,SOUL,2016
KNDJX3AE7H,WA,Oak Harbor,Island,Battery Electric Vehicle (BEV),KIA,SOUL EV,2017
KNDJX3AE8J,WA,Issaquah,King,Battery Electric Vehicle (BEV),KIA,SOUL EV,2018
KNDJX3AE9H,WA,Olympia,Thurston,Battery Electric Vehicle (BEV),KIA,SOUL EV,2017
KNDJX3AEXJ,WA,Kenmore,King,Battery Electric Vehicle (BEV),KIA,SOUL EV,2018
KNDPZDAH1P,WA,Sammamish,King,Plug-in Hybrid Electric Vehicle (PHEV),KIA,SPORTAGE,2023
KNDRMDLH2N,WA,Bothell,King,Plug-in Hybrid Electric Vehicle (PHEV),KIA,SORENTO,2022
KNDRMDLH5N,WA,North Bend,King,Plug-in Hybrid Electric Vehicle (PHEV),KIA,SORENTO,2022
LPSED3KA0N,WA,Seattle,King,Battery Electric Vehicle (BEV),POLESTAR,PS2,2022
LPSED3KA6M,WA,Monroe,Snohomish,Battery Electric Vehicle (BEV),POLESTAR,PS2,2021
LPSED3KA8N,WA,Mercer Island,King,Battery Electric Vehicle (BEV),POLESTAR,PS2,2022
LPSED3KAXN,WA,Poulsbo,Kitsap,Battery Electric Vehicle (BEV),POLESTAR,PS2,2022
SADHB2S1XK,WA,Seattle,King,Battery Electric Vehicle (BEV),JAGUAR,I-PACE,2019
SADHD2S13K,WA,Bothell,Snohomish,Battery Electric Vehicle (BEV),JAGUAR,I-PACE,2019
SADHD2S16K,WA,Kirkland,King,Battery Electric Vehicle (BEV),JAGUAR,I-PACE,2019
